invoice_id,line_no,item_id,item_name,quantity,unit,unit_price_ex_vat,line_total_ex_vat
INV-2026-0008,3,it_cp_004,Wood screws 4.0x40 box,4,box,14.0,56.01
INV-2026-0008,4,it_cp_012,MDF skirting 18x145mm 4m,3,length,16.0,48.01
INV-2026-0008,5,it_cp_026,Wood filler tub,3,tub,8.0,24.0
INV-2026-0009,1,it_el_018,EV charger 7.4kW type-2,2,unit,420.0,840.0
INV-2026-0009,2,it_el_002,Twin & earth 6mm 50m,1,reel,165.0,165.0
INV-2026-0009,3,it_el_010,MCB 32A type-B,1,each,7.5,7.5
INV-2026-0009,4,it_el_011,RCD 40A 30mA,2,each,28.0,56.01
INV-2026-0009,5,it_el_029,Earth bond cable 10mm,1,metre,2.2,2.21
INV-2025-0010,1,it_el_011,RCD 40A 30mA,4,each,28.0,112.0
INV-2025-0010,2,it_el_009,MCB 16A type-B,2,each,6.8,13.61
INV-2025-0010,3,it_el_029,Earth bond cable 10mm,2,metre,2.2,4.41
INV-2025-0010,4,it_el_027,Cable clip pack 100,3,pack,4.5,13.51
INV-2025-0010,5,it_el_028,Back box metal 35mm,4,each,1.8,7.21
INV-2026-0011,1,it_pl_024,Pressure booster pump,2,unit,220.0,440.0
INV-2026-0011,2,it_pl_002,22mm copper pipe,2,metre,6.8,13.61
INV-2026-0011,3,it_pl_005,22mm compression fitting,3,each,3.8,11.4
INV-2026-0011,4,it_pl_003,PTFE tape,2,roll,1.2,2.4
INV-2026-0011,5,it_pl_006,Lead-free solder 250g,1,pack,8.5,8.51
INV-2024-0012,1,it_el_012,Consumer unit 10-way,2,unit,145.0,290.0
INV-2024-0012,2,it_el_011,RCD 40A 30mA,2,each,28.0,56.01
INV-2024-0012,3,it_el_009,MCB 16A type-B,1,each,6.8,6.8
INV-2024-0012,4,it_el_010,MCB 32A type-B,1,each,7.5,7.5
INV-2024-0012,5,it_el_029,Earth bond cable 10mm,2,metre,2.2,4.41
INV-2025-0013,1,it_pl_027,Washing machine hose pair,2,pair,12.0,24.0
INV-2025-0013,2,it_pl_001,15mm copper pipe,2,metre,4.5,9.01
INV-2025-0013,3,it_pl_004,15mm compression fitting,3,each,2.5,7.5
INV-2025-0013,4,it_pl_003,PTFE tape,4,roll,1.2,4.8
INV-2025-0013,5,it_pl_007,Pipe clip pack of 10,3,pack,3.2,9.61
INV-2025-0014,1,it_pl_003,PTFE tape,4,roll,1.2,4.8
INV-2025-0014,2,it_pl_007,Pipe clip pack of 10,1,pack,3.2,3.21
INV-2025-0014,3,it_pl_001,15mm copper pipe,2,metre,4.5,9.01
INV-2025-0014,4,it_pl_004,15mm compression fitting,2,each,2.5,5.0
INV-2025-0014,5,it_pl_018,Pipe insulation 15mm 2m,1,length,4.8,4.8
INV-2026-0015,1,it_el_024,Intercom video kit,4,kit,180.0,720.0
INV-2026-0015,2,it_el_021,CAT6 cable 100m,2,reel,45.0,90.0
INV-2026-0015,3,it_el_003,Twin & earth 1.5mm 100m,4,reel,85.0,340.0
INV-2026-0015,4,it_el_027,Cable clip pack 100,1,pack,4.5,4.5
INV-2026-0015,5,it_el_028,Back box metal 35mm,4,each,1.8,7.21
INV-2024-0016,1,it_cp_029,Balustrade oak spindle,1,each,9.5,9.51
INV-2024-0016,2,it_cp_030,Newel post oak,2,each,48.0,96.0
INV-2024-0016,3,it_cp_031,Handrail oak 3m,1,length,62.0,62.01
INV-2024-0016,4,it_cp_005,Wood screws 5.0x90 box,2,box,22.0,44.01
INV-2024-0016,5,it_cp_004,Wood screws 4.0x40 box,4,box,14.0,56.01
INV-2025-0017,1,it_cp_023,Garden shed kit 8x6,2,kit,680.0,1360.01
INV-2025-0017,2,it_cp_003,Timber C24 2x6 4.8m,3,length,28.0,84.0
INV-2025-0017,3,it_cp_005,Wood screws 5.0x90 box,4,box,22.0,88.0
INV-2025-0017,4,it_cp_004,Wood screws 4.0x40 box,1,box,14.0,14.01
INV-2025-0017,5,it_cp_002,Timber C16 2x4 4.8m,1,length,18.0,18.0
INV-2025-0018,1,it_el_015,LED pendant fitting,4,unit,24.0,96.0
INV-2025-0018,2,it_el_003,Twin & earth 1.5mm 100m,2,reel,85.0,170.0
INV-2025-0018,3,it_el_006,Light switch 1-gang,1,each,3.2,3.21
INV-2025-0018,4,it_el_027,Cable clip pack 100,3,pack,4.5,13.51
INV-2025-0018,5,it_el_029,Earth bond cable 10mm,1,metre,2.2,2.21
INV-2026-0019,1,it_el_026,Bathroom pull cord switch,3,each,6.5,19.5
INV-2026-0019,2,it_el_003,Twin & earth 1.5mm 100m,3,reel,85.0,255.0
INV-2026-0019,3,it_el_027,Cable clip pack 100,1,pack,4.5,4.5
INV-2026-0019,4,it_el_028,Back box metal 35mm,1,each,1.8,1.8
INV-2026-0019,5,it_el_029,Earth bond cable 10mm,2,metre,2.2,4.41
INV-2025-0020,1,it_cp_009,Engineered oak flooring,3,sqm,42.0,126.0
INV-2025-0020,2,it_cp_011,Floor underlay 15sqm,2,roll,28.0,56.01
INV-2025-0020,3,it_cp_004,Wood screws 4.0x40 box,1,box,14.0,14.01
INV-2025-0020,4,it_cp_012,MDF skirting 18x145mm 4m,3,length,16.0,48.01
INV-2025-0020,5,it_cp_026,Wood filler tub,2,tub,8.0,16.0
INV-2025-0021,1,it_cp_012,MDF skirting 18x145mm 4m,3,length,16.0,48.01
INV-2025-0021,2,it_cp_004,Wood screws 4.0x40 box,1,box,14.0,14.01
INV-2025-0021,3,it_cp_026,Wood filler tub,3,tub,8.0,24.0
INV-2025-0021,4,it_cp_013,Architrave MDF 4m,2,length,12.0,24.0
INV-2025-0021,5,it_cp_002,Timber C16 2x4 4.8m,4,length,18.0,72.0
INV-2025-0022,1,it_el_001,Twin & earth 2.5mm 100m,1,reel,120.0,120.0
INV-2025-0022,2,it_el_003,Twin & earth 1.5mm 100m,4,reel,85.0,340.0
INV-2025-0022,3,it_el_011,RCD 40A 30mA,1,each,28.0,28.0
INV-2025-0022,4,it_el_012,Consumer unit 10-way,3,unit,145.0,435.0
INV-2025-0022,5,it_el_004,Double socket white,1,each,3.8,3.8
INV-2025-0023,1,it_cp_024,Loft hatch insulated,1,unit,95.0,95.0
INV-2025-0023,2,it_cp_025,Loft ladder 3-section,1,unit,145.0,145.0
INV-2025-0023,3,it_cp_002,Timber C16 2x4 4.8m,2,length,18.0,36.01
INV-2025-0023,4,it_cp_004,Wood screws 4.0x40 box,1,box,14.0,14.01
INV-2025-0023,5,it_cp_005,Wood screws 5.0x90 box,2,box,22.0,44.01
INV-2025-0024,1,it_pl_021,Radiator type-22 600x1000,4,unit,95.0,380.0
INV-2025-0024,2,it_pl_008,Radiator valve pair,4,pair,18.0,72.0
INV-2025-0024,3,it_pl_003,PTFE tape,2,roll,1.2,2.4
INV-2025-0024,4,it_pl_004,15mm compression fitting,2,each,2.5,5.0
INV-2025-0024,5,it_pl_001,15mm copper pipe,2,metre,4.5,9.01
INV-2025-0025,1,it_el_002,Twin & earth 6mm 50m,4,reel,165.0,660.0
INV-2025-0025,2,it_el_030,Cooker switch 45A,3,each,14.0,42.01
INV-2025-0025,3,it_el_010,MCB 32A type-B,1,each,7.5,7.5
INV-2025-0025,4,it_el_011,RCD 40A 30mA,4,each,28.0,112.0
INV-2025-0025,5,it_el_027,Cable clip pack 100,2,pack,4.5,9.01
INV-2025-0026,1,it_pl_025,Outside tap kit,4,kit,32.0,128.0
INV-2025-0026,2,it_pl_001,15mm copper pipe,1,metre,4.5,4.5
INV-2025-0026,3,it_pl_004,15mm compression fitting,1,each,2.5,2.5
INV-2025-0026,4,it_pl_003,PTFE tape,1,roll,1.2,1.2
INV-2025-0026,5,it_pl_007,Pipe clip pack of 10,2,pack,3.2,6.41
INV-2025-0027,1,it_el_026,Bathroom pull cord switch,1,each,6.5,6.5
INV-2025-0027,2,it_el_003,Twin & earth 1.5mm 100m,1,reel,85.0,85.0
INV-2025-0027,3,it_el_027,Cable clip pack 100,2,pack,4.5,9.01
INV-2025-0027,4,it_el_028,Back box metal 35mm,2,each,1.8,3.6
INV-2025-0027,5,it_el_029,Earth bond cable 10mm,1,metre,2.2,2.21
INV-2024-0028,1,it_pl_011,Bathroom suite white,2,unit,420.0,840.0
INV-2024-0028,2,it_pl_010,Toilet pan and cistern,3,unit,180.0,540.0
INV-2024-0028,3,it_pl_015,Bathroom mixer tap,1,unit,85.0,85.0
INV-2024-0028,4,it_pl_001,15mm copper pipe,1,metre,4.5,4.5
INV-2024-0028,5,it_pl_004,15mm compression fitting,1,each,2.5,2.5
INV-2024-0029,1,it_pl_024,Pressure booster pump,4,unit,220.0,880.0
INV-2024-0029,2,it_pl_002,22mm copper pipe,4,metre,6.8,27.2
INV-2024-0029,3,it_pl_005,22mm compression fitting,1,each,3.8,3.8
INV-2024-0029,4,it_pl_003,PTFE tape,1,roll,1.2,1.2
INV-2024-0029,5,it_pl_006,Lead-free solder 250g,4,pack,8.5,34.01
INV-2024-0030,1,it_cp_015,Fence panel 6x6ft,1,panel,38.0,38.01
INV-2024-0030,2,it_cp_016,Fence post treated,1,each,18.0,18.0
INV-2024-0030,3,it_cp_005,Wood screws 5.0x90 box,3,box,22.0,66.0
INV-2024-0030,4,it_cp_004,Wood screws 4.0x40 box,2,box,14.0,28.0
INV-2024-0030,5,it_cp_003,Timber C24 2x6 4.8m,1,length,28.0,28.0
INV-2025-0031,1,it_cp_027,Sanding discs pack,2,pack,14.0,28.0
INV-2025-0031,2,it_cp_028,Floor lacquer 5L,1,tin,58.0,58.01
INV-2025-0031,3,it_cp_026,Wood filler tub,2,tub,8.0,16.0
INV-2025-0031,4,it_cp_004,Wood screws 4.0x40 box,1,box,14.0,14.01
INV-2025-0031,5,it_cp_002,Timber C16 2x4 4.8m,4,length,18.0,72.0
INV-2024-0032,1,it_pl_020,Waste disposal unit,3,unit,150.0,450.0
INV-2024-0032,2,it_pl_001,15mm copper pipe,3,metre,4.5,13.51
INV-2024-0032,3,it_pl_004,15mm compression fitting,4,each,2.5,10.01
INV-2024-0032,4,it_pl_003,PTFE tape,1,roll,1.2,1.2
INV-2024-0032,5,it_pl_007,Pipe clip pack of 10,4,pack,3.2,12.81
INV-2024-0033,1,it_cp_002,Timber C16 2x4 4.8m,4,length,18.0,72.0
INV-2024-0033,2,it_cp_005,Wood screws 5.0x90 box,4,box,22.0,88.0
INV-2024-0033,3,it_cp_006,Butt hinges pair brass,2,pair,6.5,13.01
INV-2024-0033,4,it_cp_022,Door latch set,3,set,8.5,25.5
INV-2024-0033,5,it_cp_003,Timber C24 2x6 4.8m,2,length,28.0,56.01
INV-2024-0034,1,it_cp_012,MDF skirting 18x145mm 4m,3,length,16.0,48.01
INV-2024-0034,2,it_cp_004,Wood screws 4.0x40 box,2,box,14.0,28.0
INV-2024-0034,3,it_cp_026,Wood filler tub,1,tub,8.0,8.01
INV-2024-0034,4,it_cp_013,Architrave MDF 4m,1,length,12.0,12.01
INV-2024-0034,5,it_cp_002,Timber C16 2x4 4.8m,2,length,18.0,36.01
INV-2026-0035,1,it_el_016,LED downlight IP65,2,each,9.5,19.0
INV-2026-0035,2,it_el_003,Twin & earth 1.5mm 100m,2,reel,85.0,170.0
INV-2026-0035,3,it_el_006,Light switch 1-gang,3,each,3.2,9.61
INV-2026-0035,4,it_el_027,Cable clip pack 100,3,pack,4.5,13.51
INV-2026-0035,5,it_el_029,Earth bond cable 10mm,1,metre,2.2,2.21
INV-2024-0036,1,it_pl_016,Hot water cylinder 210L,1,unit,340.0,340.0
INV-2024-0036,2,it_pl_017,Immersion heater element,2,each,42.0,84.0
INV-2024-0036,3,it_pl_002,22mm copper pipe,2,metre,6.8,13.61
INV-2024-0036,4,it_pl_005,22mm compression fitting,1,each,3.8,3.8
INV-2024-0036,5,it_pl_006,Lead-free solder 250g,3,pack,8.5,25.5
INV-2025-0037,1,it_pl_016,Hot water cylinder 210L,3,unit,340.0,1020.0
INV-2025-0037,2,it_pl_017,Immersion heater element,1,each,42.0,42.01
INV-2025-0037,3,it_pl_002,22mm copper pipe,1,metre,6.8,6.8
INV-2025-0037,4,it_pl_005,22mm compression fitting,1,each,3.8,3.8
INV-2025-0037,5,it_pl_006,Lead-free solder 250g,3,pack,8.5,25.5
INV-2024-0038,1,it_pl_027,Washing machine hose pair,2,pair,12.0,24.0
INV-2024-0038,2,it_pl_001,15mm copper pipe,2,metre,4.5,9.01
INV-2024-0038,3,it_pl_004,15mm compression fitting,1,each,2.5,2.5
INV-2024-0038,4,it_pl_003,PTFE tape,1,roll,1.2,1.2
INV-2024-0038,5,it_pl_007,Pipe clip pack of 10,1,pack,3.2,3.21
INV-2026-0039,1,it_el_017,Outdoor PIR light LED,3,unit,42.0,126.0
INV-2026-0039,2,it_el_003,Twin & earth 1.5mm 100m,4,reel,85.0,340.0
INV-2026-0039,3,it_el_027,Cable clip pack 100,1,pack,4.5,4.5
INV-2026-0039,4,it_el_028,Back box metal 35mm,2,each,1.8,3.6
INV-2026-0039,5,it_el_006,Light switch 1-gang,1,each,3.2,3.21
INV-2025-0040,1,it_cp_001,MDF sheet 18mm 8x4,4,sheet,38.0,152.0
INV-2025-0040,2,it_cp_002,Timber C16 2x4 4.8m,2,length,18.0,36.01
INV-2025-0040,3,it_cp_004,Wood screws 4.0x40 box,2,box,14.0,28.0
INV-2025-0040,4,it_cp_005,Wood screws 5.0x90 box,2,box,22.0,44.01
INV-2025-0040,5,it_cp_027,Sanding discs pack,2,pack,14.0,28.0
INV-2025-0041,1,it_el_017,Outdoor PIR light LED,4,unit,42.0,168.0
INV-2025-0041,2,it_el_003,Twin & earth 1.5mm 100m,2,reel,85.0,170.0
INV-2025-0041,3,it_el_027,Cable clip pack 100,2,pack,4.5,9.01
INV-2025-0041,4,it_el_028,Back box metal 35mm,1,each,1.8,1.8
INV-2025-0041,5,it_el_006,Light switch 1-gang,2,each,3.2,6.41
INV-2025-0042,1,it_cp_001,MDF sheet 18mm 8x4,4,sheet,38.0,152.0
INV-2025-0042,2,it_cp_002,Timber C16 2x4 4.8m,1,length,18.0,18.0
INV-2025-0042,3,it_cp_004,Wood screws 4.0x40 box,1,box,14.0,14.01
INV-2025-0042,4,it_cp_006,Butt hinges pair brass,2,pair,6.5,13.01
INV-2025-0042,5,it_cp_021,Handle knob chrome,3,each,4.5,13.51
INV-2024-0043,1,it_cp_023,Garden shed kit 8x6,2,kit,680.0,1360.01
INV-2024-0043,2,it_cp_003,Timber C24 2x6 4.8m,1,length,28.0,28.0
INV-2024-0043,3,it_cp_005,Wood screws 5.0x90 box,2,box,22.0,44.01
INV-2024-0043,4,it_cp_004,Wood screws 4.0x40 box,3,box,14.0,42.01
INV-2024-0043,5,it_cp_002,Timber C16 2x4 4.8m,1,length,18.0,18.0
INV-2024-0044,1,it_cp_001,MDF sheet 18mm 8x4,2,sheet,38.0,76.0
INV-2024-0044,2,it_cp_002,Timber C16 2x4 4.8m,4,length,18.0,72.0
INV-2024-0044,3,it_cp_004,Wood screws 4.0x40 box,4,box,14.0,56.01
INV-2024-0044,4,it_cp_020,Shelf bracket pair,4,pair,6.0,24.0
INV-2024-0044,5,it_cp_028,Floor lacquer 5L,2,tin,58.0,116.0
INV-2024-0045,1,it_pl_003,PTFE tape,3,roll,1.2,3.6
INV-2024-0045,2,it_pl_007,Pipe clip pack of 10,2,pack,3.2,6.41
INV-2024-0045,3,it_pl_001,15mm copper pipe,1,metre,4.5,4.5
INV-2024-0045,4,it_pl_004,15mm compression fitting,3,each,2.5,7.5
INV-2024-0045,5,it_pl_018,Pipe insulation 15mm 2m,4,length,4.8,19.2
INV-2026-0046,1,it_cp_001,MDF sheet 18mm 8x4,4,sheet,38.0,152.0
INV-2026-0046,2,it_cp_002,Timber C16 2x4 4.8m,1,length,18.0,18.0
INV-2026-0046,3,it_cp_004,Wood screws 4.0x40 box,1,box,14.0,14.01
INV-2026-0046,4,it_cp_006,Butt hinges pair brass,2,pair,6.5,13.01
INV-2026-0046,5,it_cp_021,Handle knob chrome,1,each,4.5,4.5
INV-2024-0047,1,it_pl_021,Radiator type-22 600x1000,2,unit,95.0,190.0
INV-2024-0047,2,it_pl_008,Radiator valve pair,2,pair,18.0,36.01
INV-2024-0047,3,it_pl_003,PTFE tape,1,roll,1.2,1.2
INV-2024-0047,4,it_pl_004,15mm compression fitting,3,each,2.5,7.5
INV-2024-0047,5,it_pl_001,15mm copper pipe,4,metre,4.5,18.0
INV-2025-0048,1,it_el_017,Outdoor PIR light LED,1,unit,42.0,42.01
INV-2025-0048,2,it_el_003,Twin & earth 1.5mm 100m,3,reel,85.0,255.0
INV-2025-0048,3,it_el_027,Cable clip pack 100,3,pack,4.5,13.51
INV-2025-0048,4,it_el_028,Back box metal 35mm,2,each,1.8,3.6
INV-2025-0048,5,it_el_006,Light switch 1-gang,1,each,3.2,3.21
INV-2025-0049,1,it_cp_002,Timber C16 2x4 4.8m,1,length,18.0,18.0
INV-2025-0049,2,it_cp_026,Wood filler tub,3,tub,8.0,24.0
INV-2025-0049,3,it_cp_004,Wood screws 4.0x40 box,4,box,14.0,56.01
INV-2025-0049,4,it_cp_006,Butt hinges pair brass,4,pair,6.5,26.0
INV-2025-0049,5,it_cp_013,Architrave MDF 4m,2,length,12.0,24.0
INV-2025-0050,1,it_pl_011,Bathroom suite white,1,unit,420.0,420.0
INV-2025-0050,2,it_pl_010,Toilet pan and cistern,3,unit,180.0,540.0
INV-2025-0050,3,it_pl_015,Bathroom mixer tap,3,unit,85.0,255.0
INV-2025-0050,4,it_pl_001,15mm copper pipe,2,metre,4.5,9.01
INV-2025-0050,5,it_pl_004,15mm compression fitting,2,each,2.5,5.0
INV-2024-0051,1,it_el_002,Twin & earth 6mm 50m,2,reel,165.0,330.0
INV-2024-0051,2,it_el_030,Cooker switch 45A,2,each,14.0,28.0
INV-2024-0051,3,it_el_010,MCB 32A type-B,3,each,7.5,22.5
INV-2024-0051,4,it_el_011,RCD 40A 30mA,1,each,28.0,28.0
INV-2024-0051,5,it_el_027,Cable clip pack 100,4,pack,4.5,18.0
INV-2025-0052,1,it_pl_001,15mm copper pipe,4,metre,4.5,18.0
INV-2025-0052,2,it_pl_004,15mm compression fitting,1,each,2.5,2.5
INV-2025-0052,3,it_pl_003,PTFE tape,1,roll,1.2,1.2
INV-2025-0052,4,it_pl_006,Lead-free solder 250g,2,pack,8.5,17.0
INV-2025-0052,5,it_pl_007,Pipe clip pack of 10,2,pack,3.2,6.41
INV-2024-0053,1,it_cp_002,Timber C16 2x4 4.8m,4,length,18.0,72.0
INV-2024-0053,2,it_cp_005,Wood screws 5.0x90 box,1,box,22.0,22.0
INV-2024-0053,3,it_cp_006,Butt hinges pair brass,1,pair,6.5,6.5
INV-2024-0053,4,it_cp_022,Door latch set,2,set,8.5,17.0
INV-2024-0053,5,it_cp_003,Timber C24 2x6 4.8m,2,length,28.0,56.01
INV-2026-0054,1,it_cp_009,Engineered oak flooring,1,sqm,42.0,42.01
INV-2026-0054,2,it_cp_011,Floor underlay 15sqm,1,roll,28.0,28.0
INV-2026-0054,3,it_cp_004,Wood screws 4.0x40 box,1,box,14.0,14.01
INV-2026-0054,4,it_cp_012,MDF skirting 18x145mm 4m,4,length,16.0,64.0
INV-2026-0054,5,it_cp_026,Wood filler tub,3,tub,8.0,24.0
INV-2026-0055,1,it_pl_003,PTFE tape,2,roll,1.2,2.4
INV-2026-0055,2,it_pl_007,Pipe clip pack of 10,3,pack,3.2,9.61
INV-2026-0055,3,it_pl_018,Pipe insulation 15mm 2m,3,length,4.8,14.4
INV-2026-0055,4,it_pl_004,15mm compression fitting,4,each,2.5,10.01
INV-2026-0055,5,it_pl_006,Lead-free solder 250g,1,pack,8.5,8.51
INV-2024-0056,1,it_el_022,Extractor fan humidity,3,unit,48.0,144.0
INV-2024-0056,2,it_el_003,Twin & earth 1.5mm 100m,1,reel,85.0,85.0
INV-2024-0056,3,it_el_027,Cable clip pack 100,4,pack,4.5,18.0
INV-2024-0056,4,it_el_028,Back box metal 35mm,2,each,1.8,3.6
INV-2024-0056,5,it_el_006,Light switch 1-gang,1,each,3.2,3.21
INV-2024-0057,1,it_pl_001,15mm copper pipe,2,metre,4.5,9.01
INV-2024-0057,2,it_pl_004,15mm compression fitting,4,each,2.5,10.01
INV-2024-0057,3,it_pl_005,22mm compression fitting,3,each,3.8,11.4
INV-2024-0057,4,it_pl_006,Lead-free solder 250g,2,pack,8.5,17.0
INV-2024-0057,5,it_pl_003,PTFE tape,2,roll,1.2,2.4
INV-2025-0058,1,it_el_015,LED pendant fitting,2,unit,24.0,48.01
INV-2025-0058,2,it_el_003,Twin & earth 1.5mm 100m,1,reel,85.0,85.0
INV-2025-0058,3,it_el_006,Light switch 1-gang,1,each,3.2,3.21
INV-2025-0058,4,it_el_027,Cable clip pack 100,2,pack,4.5,9.01
INV-2025-0058,5,it_el_029,Earth bond cable 10mm,1,metre,2.2,2.21
INV-2025-0059,1,it_cp_029,Balustrade oak spindle,3,each,9.5,28.5
INV-2025-0059,2,it_cp_030,Newel post oak,2,each,48.0,96.0
INV-2025-0059,3,it_cp_031,Handrail oak 3m,2,length,62.0,124.0
INV-2025-0059,4,it_cp_005,Wood screws 5.0x90 box,1,box,22.0,22.0
INV-2025-0059,5,it_cp_004,Wood screws 4.0x40 box,4,box,14.0,56.01
INV-2025-0060,1,it_el_016,LED downlight IP65,3,each,9.5,28.5
INV-2025-0060,2,it_el_003,Twin & earth 1.5mm 100m,2,reel,85.0,170.0
INV-2025-0060,3,it_el_006,Light switch 1-gang,2,each,3.2,6.41
INV-2025-0060,4,it_el_027,Cable clip pack 100,1,pack,4.5,4.5
INV-2025-0060,5,it_el_029,Earth bond cable 10mm,4,metre,2.2,8.81
INV-2024-0061,1,it_el_002,Twin & earth 6mm 50m,2,reel,165.0,330.0
INV-2024-0061,2,it_el_030,Cooker switch 45A,1,each,14.0,14.01
INV-2024-0061,3,it_el_010,MCB 32A type-B,4,each,7.5,30.0
INV-2024-0061,4,it_el_011,RCD 40A 30mA,1,each,28.0,28.0
INV-2024-0061,5,it_el_027,Cable clip pack 100,1,pack,4.5,4.5
INV-2025-0062,1,it_pl_022,Underfloor heating mat,1,sqm,28.0,28.0
INV-2025-0062,2,it_pl_023,Manifold 6-port,4,unit,185.0,740.0
INV-2025-0062,3,it_pl_001,15mm copper pipe,2,metre,4.5,9.01
INV-2025-0062,4,it_pl_004,15mm compression fitting,2,each,2.5,5.0
INV-2025-0062,5,it_pl_008,Radiator valve pair,2,pair,18.0,36.01
INV-2024-0063,1,it_pl_009,Gas boiler 24kW,2,unit,1100.0,2200.01
INV-2024-0063,2,it_pl_026,Boiler flue kit,1,kit,85.0,85.0
INV-2024-0063,3,it_pl_001,15mm copper pipe,1,metre,4.5,4.5
INV-2024-0063,4,it_pl_004,15mm compression fitting,1,each,2.5,2.5
INV-2024-0063,5,it_pl_003,PTFE tape,1,roll,1.2,1.2
INV-2025-0064,1,it_cp_018,Worktop laminate 3m,1,length,140.0,140.0
INV-2025-0064,2,it_cp_004,Wood screws 4.0x40 box,1,box,14.0,14.01
INV-2025-0064,3,it_cp_026,Wood filler tub,1,tub,8.0,8.01
INV-2025-0064,4,it_cp_002,Timber C16 2x4 4.8m,2,length,18.0,36.01
INV-2025-0064,5,it_cp_027,Sanding discs pack,3,pack,14.0,42.01
INV-2025-0065,1,it_cp_029,Balustrade oak spindle,2,each,9.5,19.0
INV-2025-0065,2,it_cp_030,Newel post oak,1,each,48.0,48.01
INV-2025-0065,3,it_cp_031,Handrail oak 3m,2,length,62.0,124.0
INV-2025-0065,4,it_cp_005,Wood screws 5.0x90 box,2,box,22.0,44.01
INV-2025-0065,5,it_cp_004,Wood screws 4.0x40 box,2,box,14.0,28.0
INV-2026-0066,1,it_el_026,Bathroom pull cord switch,1,each,6.5,6.5
INV-2026-0066,2,it_el_003,Twin & earth 1.5mm 100m,3,reel,85.0,255.0
INV-2026-0066,3,it_el_027,Cable clip pack 100,3,pack,4.5,13.51
INV-2026-0066,4,it_el_028,Back box metal 35mm,1,each,1.8,1.8
INV-2026-0066,5,it_el_029,Earth bond cable 10mm,4,metre,2.2,8.81
INV-2024-0067,1,it_pl_021,Radiator type-22 600x1000,2,unit,95.0,190.0
INV-2024-0067,2,it_pl_008,Radiator valve pair,1,pair,18.0,18.0
INV-2024-0067,3,it_pl_003,PTFE tape,1,roll,1.2,1.2
INV-2024-0067,4,it_pl_004,15mm compression fitting,1,each,2.5,2.5
INV-2024-0067,5,it_pl_001,15mm copper pipe,2,metre,4.5,9.01
INV-2025-0068,1,it_cp_001,MDF sheet 18mm 8x4,2,sheet,38.0,76.0
